IssueID,RelatedPrID,IssueCategory,Participants,IsMPLF,SentimentScore
27478,27479,Documentation bug,3,0,0.11764705882352941
27497,[27699],Data bug,2,0,1.5
27583,[27596],Documentation bug,3,0,1.2857142857142858
27657,[27837],Documentation bug,5,0,0.18181818181818182
27848,[27871],Code bug,2,0,1.5
28054,[28267],Documentation bug,1,0,0.0
28113,[28689],Build bug,4,0,1.2142857142857142
28169,[37171],Documentation bug,4,0,2.2857142857142856
28241,[28274],Version compatibility bug,4,0,0.4
28248,[30107],Data bug,10,0,0.08333333333333333
28256,[41472],Data bug,10,1,-0.5294117647058824
28444,[28461],Version compatibility bug,3,0,1.6666666666666667
28508,[28510],Code bug,4,0,-0.2
28775,[28776],Data bug,4,1,0.6
28798,[30825],Code bug,4,1,0.3333333333333333
28959,[29106],Code bug,1,0,0.0
29105,[29118],Documentation bug,1,0,2.0
29264,[30257],Documentation bug,1,0,3.0
29276,[29985],Documentation bug,2,0,1.0
29279,[30048],Documentation bug,1,0,0.0
29469,[32325],Visualization bug,1,0,0.0
29591,[29657],Visualization bug,3,0,0.5
29661,[38899],Data bug,6,0,1.2857142857142858
29695,[30102],Code bug,5,1,0.5294117647058824
29755,[30683],Documentation bug,3,0,2.5
29863,[29986],Data bug,4,1,0.8
29867,[29987],Data bug,5,0,0.7142857142857143
29897,[29938],Documentation bug,1,0,3.0
30029,[30049],Data bug,2,0,0.0
30040,[30053],Algorithm design bug,3,0,1.0
30061,[30062],Documentation bug,1,0,0.0
30122,[30258],Version compatibility bug,5,0,0.5454545454545454
30427,[30559],Code bug,19,0,0.9
30436,[30543],Documentation bug,1,1,0.0
30566,[30824],Visualization bug,2,0,0.6666666666666666
30750,[30781],Data bug,2,0,0.0
30849,[30867],Data bug,3,0,1.0
31137,[31145],Data bug,3,0,0.75
31277,[37281],Documentation bug,3,0,0.2
31696,[31734],Processor bug,2,1,1.0
31756,[31757],Test bug,2,0,1.0
31843,[31918],Build bug,4,0,0.5714285714285714
32164,[32165],Build bug,1,0,0.0
32236,[39159],Data bug,4,0,1.1428571428571428
32320,[33921],Code bug,9,0,-0.08333333333333333
32380,[39131],Algorithm design bug,4,0,-0.25
32416,[32417],Memory bug,4,0,-0.3333333333333333
32612,[33229],Deployment bug,8,0,-0.058823529411764705
32770,[32773],Deployment bug,1,0,0.0
32835,[33415],Build bug,3,0,1.6666666666666667
33216,[33610],Algorithm design bug,6,0,1.2727272727272727
33253,[33271],Data bug,3,1,0.75
33346,[33367],Documentation bug,3,0,0.6666666666666666
33348,[33353],Data bug,6,0,0.1111111111111111
33383,[33887],Data bug,5,1,0.6842105263157895
33394,[33406],Algorithm design bug,6,0,1.0
33496,[33816],Test bug,5,1,0.5
33623,[33625],Data bug,4,0,-0.16666666666666666
33676,[34108],Processor bug,4,0,1.375
33799,[33953],Version compatibility bug,5,0,0.0
34250,[34295],Data bug,4,1,1.1666666666666667
34256,[34453],Code bug,4,0,-0.3333333333333333
34332,[34779],Data bug,10,0,0.8461538461538461
34828,[34847],Build bug,1,0,0.0
34890,[35768],Documentation bug,3,0,1.3333333333333333
34905,[35021],Data bug,2,0,1.0
34947,[36597],Data bug,8,0,0.5
35040,[35139],Test bug,3,0,-1.0
35117,[35125],Test bug,1,0,0.0
35122,[37006],Build bug,3,0,1.25
35136,[35232],Documentation bug,1,0,0.0
35179,[35196],Build bug,3,0,0.6666666666666666
35199,[47012],Deployment bug,8,0,1.0
35430,[36037],Deployment bug,4,0,0.5
35710,[35821],Version compatibility bug,6,0,0.4
35760,[35829],Documentation bug,2,0,0.5
35799,[36316],Data bug,3,0,1.8
35938,[35961],Data bug,3,0,0.0
35955,[35962],Data bug,5,1,1.8333333333333333
36099,[36157],Documentation bug,5,0,1.4
36236,[40191],Algorithm design bug,9,0,-0.3076923076923077
36259,[37018],Deployment bug,3,0,0.6666666666666666
36359,[36364],Version compatibility bug,5,0,0.0
36518,36519,Deployment bug,1,0,0.0
36525,[36526],Code bug,1,0,0.0
36721,[36732],Visualization bug,1,0,1.0
36757,[37574],Documentation bug,7,0,0.46153846153846156
36790,[39134],Data bug,6,0,0.75
36963,[37115],Data bug,4,0,1.5714285714285714
36967,[37033],Build bug,4,0,0.375
36979,[37853],Data bug,6,0,0.13333333333333333
37000,[37014],Data bug,4,0,-0.15384615384615385
37067,[37565],Documentation bug,3,0,0.6666666666666666
37086,[37798],Deployment bug,7,0,0.125
37111,[37192],Documentation bug,6,0,0.0
37168,37174,Code bug,1,0,-1.0
37239,[37539],Documentation bug,2,0,3.0
37240,[37538],Documentation bug,7,0,0.2222222222222222
37416,[37528],Documentation bug,5,0,0.625
37445,[37520],Documentation bug,4,0,1.0
37498,[42743],Build bug,7,0,0.42857142857142855
37523,[37560],Build bug,4,0,0.2
37593,[37684],Algorithm design bug,5,0,0.4
37638,[38142],Data bug,5,0,0.8
37669,[37832],Documentation bug,2,0,0.0
37689,[39956],Code bug,9,0,-0.9090909090909091
37792,[37816],Documentation bug,3,0,0.0
37896,[37905],Documentation bug,2,0,0.25
37961,[37962],Deployment bug,2,0,1.0
38041,[42718],Deployment bug,5,0,0.7142857142857143
38135,[38339],Deployment bug,5,0,0.5714285714285714
38172,[38209],Data bug,5,0,0.5
38199,[38214],Documentation bug,6,0,0.6363636363636364
38498,[38499],Code bug,2,0,0.0
38638,[46150],Deployment bug,4,0,0.75
38818,[38819],Documentation bug,2,0,4.5
39004,[39123],Algorithm design bug,5,0,1.25
39019,[39029],Code bug,3,0,1.3333333333333333
39136,[39137],Data bug,5,1,0.8
39229,[39241],Data bug,6,0,0.1111111111111111
39230,[47412],Algorithm design bug,3,0,0.0
39280,[39281],Build bug,5,0,0.6666666666666666
39454,[39461],Documentation bug,4,0,1.7142857142857142
39475,[39481],Data bug,3,0,0.2727272727272727
39572,[41790],Deployment bug,8,1,0.4482758620689655
39696,[39725],Code bug,3,0,0.0
39815,[39825],Data bug,2,0,1.5
39981,[40779],Documentation bug,9,0,0.6666666666666666
40016,[40101],Algorithm design bug,6,0,0.375
40052,[40057],Documentation bug,2,0,2.0
40204,[40214],Data bug,3,1,1.2
40471,[40480],Version compatibility bug,4,0,0.0
40577,[40585],Data bug,3,0,1.6666666666666667
40580,[40626],Data bug,4,0,-0.5
40609,[40610],Data bug,1,0,0.0
40633,[40636],Data bug,2,0,0.0
40653,[40693],Code bug,3,1,0.6666666666666666
40758,[40763],Memory bug,1,0,0.0
41090,[42237],Algorithm design bug,4,0,1.0
41193,[41293],Version compatibility bug,2,0,0.0
41307,[42646],Processor bug,4,1,-0.2222222222222222
41352,[41529],Code bug,5,0,2.125
41370,[41386],Data bug,7,0,0.5555555555555556
41501,[41502],Data bug,1,0,0.0
41504,[41514],Code bug,4,1,0.25
41546,[41548],Processor bug,2,1,0.0
41656,[41665],Documentation bug,1,0,0.0
41806,[42362],Build bug,2,0,0.0
41816,[42314],Algorithm design bug,5,0,0.8
41874,[42074],Deployment bug,4,0,0.4666666666666667
41915,[41916],Data bug,6,1,0.625
42001,[42067],Data bug,3,1,-0.25
42105,[42109],Data bug,4,0,0.25
42129,[42143],Data bug,5,1,0.3333333333333333
42248,[42334],Data bug,2,1,1.0
42254,[42269],Data bug,4,0,0.5714285714285714
42329,[42397],Data bug,4,0,0.25
42468,[42464],Build bug,1,0,0.0
42481,[42579],Deployment bug,3,0,0.0
42500,[42615],Processor bug,6,1,0.9090909090909091
42522,[42549],Code bug,2,1,1.0
42545,[46643],Build bug,3,0,0.45454545454545453
42704,[42705],Documentation bug,2,0,0.0
42748,[43486],Algorithm design bug,6,0,1.0555555555555556
42832,[42908],Test bug,2,1,1.5
42909,[42935],Code bug,4,0,0.75
42924,[42962],Build bug,3,0,2.6666666666666665
42951,[43484],Processor bug,5,0,0.2
42964,[43109],Data bug,5,0,-0.09090909090909091
43478,[45278],Deployment bug,8,0,0.4782608695652174
43543,[43545],Algorithm design bug,2,0,0.5
43743,[44015],Test bug,3,0,1.1666666666666667
43817,[43819],Code bug,3,0,0.6666666666666666
43818,[43820],Test bug,4,0,1.8
44092,[46063],Algorithm design bug,2,0,1.0
44467,[45487],Version compatibility bug,15,1,-0.36666666666666664
44525,[44742],Documentation bug,2,0,0.0
44765,[44764],Documentation bug,1,0,0.0
44788,[45280],Data bug,5,1,0.1111111111111111
44906,[48207],Algorithm design bug,10,0,0.1
45137,[46364],Data bug,2,0,0.0
45324,[45613],Data bug,3,0,1.0
45392,[45675],Data bug,5,1,0.8888888888888888
45665,[45666],Code bug,1,0,0.0
45778,[46040],Documentation bug,1,0,0.0
45975,[46013],Data bug,4,0,0.6
46020,[46198],Code bug,1,0,0.0
46148,[46149],Documentation bug,1,0,0.0
46186,46187,Test bug,2,0,-0.5
46261,[46265],Build bug,1,0,0.0
46297,[46298],Code bug,1,1,0.0
46347,[46350],Build bug,1,0,0.0
46453,[47698],Deployment bug,6,1,-0.18181818181818182
46492,[46893],Documentation bug,2,0,3.0
46539,[47135],Data bug,2,0,0.0
46656,[46798],Deployment bug,5,0,0.6666666666666666
46676,[46716],Data bug,3,1,0.0
46698,[46742],Data bug,7,0,0.375
46700,[46741],Data bug,3,0,-0.6666666666666666
46724,[46749],Deployment bug,3,0,1.0
46834,[46838],Algorithm design bug,3,0,1.0
46854,[48182],Code bug,1,0,0.0
46860,[47018],Test bug,1,0,0.0
46888,[51733],Data bug,6,1,-0.1
46891,[46973],Data bug,6,1,0.75
46900,[46974],Data bug,3,1,0.0
46909,[51715],Visualization bug,4,1,0.5
46911,[51138],Data bug,5,1,-0.4
46913,[51359],Data bug,6,1,-0.875
46914,[51497],Algorithm design bug,5,1,-0.2
46915,[57854],Algorithm design bug,7,1,-0.2857142857142857
46937,[47382],Code bug,4,1,0.16666666666666666
46993,[47017],Algorithm design bug,3,0,0.6666666666666666
46998,[47003],Documentation bug,2,0,2.0
47054,[47128],Deployment bug,6,0,0.058823529411764705
47057,[47060],Deployment bug,4,0,1.1666666666666667
47305,[47310],Documentation bug,1,0,3.0
47464,[47567],Code bug,4,0,1.1428571428571428
47520,[47521],Visualization bug,2,0,0.0
47575,[47653],Build bug,1,0,0.0
47789,[47788],Code bug,2,0,1.0
47954,[48434],Data bug,5,0,0.8571428571428571
47970,[47986],Data bug,4,0,0.6
48145,[48144],Deployment bug,2,0,0.5
48174,[48457],Visualization bug,2,0,1.0
48189,[48215],Visualization bug,1,0,3.0
48298,[48318],Documentation bug,1,0,3.0
48394,[48398],Documentation bug,3,0,2.1666666666666665
48470,[48566],Algorithm design bug,6,0,0.75
48473,[48536],Documentation bug,1,0,3.0
48589,[48610],Algorithm design bug,7,0,0.5769230769230769
48606,[48595],Visualization bug,2,0,0.0
48609,[48634],Algorithm design bug,3,0,0.3333333333333333
48627,[48626],Documentation bug,1,0,4.0
48646,[48654],Algorithm design bug,3,0,-0.5
48701,[49868],Data bug,5,0,1.0
48869,[49173],Processor bug,8,0,0.05555555555555555
48903,[49121],Data bug,4,1,1.0
48961,[48962],Algorithm design bug,1,0,0.0
49046,[49049],Code bug,2,0,1.0
49214,[49222],Code bug,3,0,1.0
49225,[51972],Code bug,4,0,1.411764705882353
49606,[49609],Data bug,5,0,1.0
49724,[49825],Code bug,4,0,0.75
49833,[56633],Processor bug,4,0,0.3076923076923077
49941,[49942],Data bug,2,0,1.0
50145,[50179],Build bug,4,0,0.5
50545,[51450],Code bug,6,0,0.8
50669,[50961],Processor bug,6,0,0.125
51451,[51452],Version compatibility bug,2,0,1.0
51618,[51658],Data bug,5,1,0.375
51792,[51966],Data bug,4,0,-0.42857142857142855
51936,[51975],Algorithm design bug,6,1,0.25
52069,[52966],Test bug,6,0,0.2222222222222222
52355,[52521],Documentation bug,3,0,0.75
52676,[52707],Test bug,3,1,1.0
53067,[53068],Test bug,3,0,1.0
53157,[53158],Documentation bug,3,0,1.2857142857142858
53166,[53167],Test bug,4,0,0.375
53189,[53274],Test bug,4,0,0.0
53322,[53323],Test bug,3,0,1.0
53461,[53468],Deployment bug,2,0,1.5
53566,[53576],Code bug,2,0,1.6666666666666667
53653,[53694],Data bug,1,1,0.0
53657,[53741],Data bug,3,1,0.5
53660,[53695],Data bug,2,1,1.0
54125,[54191],Data bug,4,0,-0.25
54276,[57855],Processor bug,8,1,0.0
54317,[54356],Data bug,4,1,0.75
54392,[54395],Test bug,3,0,1.0
54412,[54432],Data bug,3,0,1.0
54413,[54503],Data bug,4,0,0.6
54415,[54429],Data bug,4,0,1.25
54545,[54740],Documentation bug,1,0,2.0
54855,[54972],Data bug,3,1,0.6666666666666666
55263,[55274],Data bug,2,1,1.5
55290,[55365],Documentation bug,2,0,0.0
55292,[55430],Data bug,3,0,-1.5
55530,[55730],Test bug,3,0,0.7142857142857143
55723,[55726],Documentation bug,2,0,0.6666666666666666
55795,[55831],Build bug,3,0,1.0
56046,[56167],Test bug,6,0,1.0
56134,[56136],Processor bug,4,0,1.75
56367,[56369],Build bug,4,0,-0.16666666666666666
56713,[56714],Test bug,2,0,0.0
56840,[56841],Test bug,3,0,0.5
56906,[56939],Data bug,4,0,1.0
57133,[57134],Build bug,2,0,1.5
57489,[57793],Data bug,5,1,0.16666666666666666
57716,[57785],Data bug,5,1,1.4
57728,[57852],Data bug,4,0,0.4
